node_id,x,y
0,0.0,0.0
1,8.0,0.0
2,8.0,3.0
3,5.0,3.0
4,3.0,5.0
5,0.0,5.0
6,4.0,0.0
7,3.3291666666666666,3.3291666666666666
8,6.0,0.75
9,8.0,1.5
10,6.5,3.0
11,0.0,2.5
12,3.8775253510140404,1.7074915496619862
13,1.9999999999999998,0.7146825518259902
14,1.5,3.836647963424771
15,2.065942395662552,2.3262651769084
16,6.761363636363637,1.7613636363636362
17,0.681016192579883,1.25
18,7.380681818181818,2.3806818181818183
19,7.380681818181818,1.6306818181818181
20,8.0,2.25
21,3.1645833333333333,4.164583333333333
22,4.164583333333333,3.1645833333333333
23,4.0,4.0
24,3.93876267550702,0.8537457748309931
25,2.93876267550702,1.2110870507439881
26,3.0,0.3573412759129951
27,6.0,0.0
28,7.0,0.375
29,5.0,0.375
30,7.25,3.0
31,6.630681818181818,2.3806818181818183
32,0.3405080962899415,1.875
33,0.0,1.25
34,0.3405080962899415,0.625
35,7.380681818181818,0.8806818181818181
36,8.0,0.75
37,2.25,4.418323981712385
38,1.5,5.0
39,0.75,4.418323981712385
40,3.6033460088403535,2.5183291081643264
41,4.43876267550702,2.353745774830993
42,2.0,0.0
43,0.9999999999999999,0.3573412759129951
44,6.380681818181818,1.2556818181818181
45,5.880681818181818,2.3806818181818183
46,5.5,1.875
47,4.93876267550702,1.2287457748309931
48,2.4145833333333333,3.582907315045719
49,2.0329711978312757,1.5204738643671951
50,2.9717338733382963,2.016878363285193
51,2.6975545311646094,2.8277159217875334
52,0.0,3.75
53,0.75,3.1683239817123856
54,1.3734792941212173,1.7881325884542
55,1.032971197831276,2.4131325884542
56,1.782971197831276,3.0814565701665857
57,5.75,3.0
58,1.3405080962899414,0.982341275912995
59,7.690340909090909,2.690340909090909
60,7.690340909090909,2.315340909090909
61,8.0,2.625
62,7.0710227272727275,1.696022727272727
63,7.380681818181818,2.0056818181818183
64,7.0710227272727275,2.0710227272727275
65,8.0,1.875
66,7.690340909090909,1.9403409090909092
67,7.690340909090909,1.5653409090909092
68,3.0822916666666664,4.582291666666666
69,3.5822916666666664,4.082291666666666
70,3.5,4.5
71,3.7468749999999997,3.246875
72,3.664583333333333,3.664583333333333
73,3.246875,3.7468749999999997
74,4.5,3.5
75,4.082291666666666,3.5822916666666664
76,4.582291666666666,3.0822916666666664
77,3.96938133775351,0.42687288741549656
78,3.46938133775351,0.6055435253719941
79,3.5,0.17867063795649754
80,3.4081440132605305,1.4592893002029872
81,3.43876267550702,1.0324164127874906
82,3.9081440132605305,1.2806186622464897
83,2.5,0.5360119138694927
84,2.96938133775351,0.7842141633284916
85,2.46938133775351,0.9628848012849891
86,5.0,0.0
87,5.5,0.1875
88,4.5,0.1875
89,7.5,0.1875
90,6.5,0.1875
91,7.0,0.0
92,5.5,0.5625
93,6.0,0.375
94,6.5,0.5625
95,7.625,3.0
96,7.315340909090909,2.690340909090909
97,6.565340909090909,2.690340909090909
98,6.940340909090909,2.690340909090909
99,6.875,3.0
100,7.005681818181818,2.3806818181818183
101,6.6960227272727275,2.0710227272727275
102,0.5107621444349122,1.5625
103,0.3405080962899415,1.25
104,0.5107621444349122,0.9375
105,0.0,1.875
106,0.17025404814497075,1.5625
107,0.17025404814497075,2.1875
108,0.17025404814497075,0.3125
109,0.17025404814497075,0.9375
110,0.0,0.625
111,7.690340909090909,1.1903409090909092
112,8.0,1.125
113,7.0710227272727275,1.321022727272727
114,7.380681818181818,1.2556818181818181
115,8.0,0.375
116,7.690340909090909,0.8153409090909091
117,7.690340909090909,0.44034090909090906
118,1.875,4.127485972568579
119,1.5,4.418323981712385
120,1.125,4.127485972568579
121,2.25,5.0
122,1.875,4.709161990856193
123,2.625,4.709161990856193
124,0.375,4.709161990856193
125,1.125,4.709161990856193
126,0.75,5.0
127,3.46625633775351,2.9237478874154963
128,3.883964671086843,2.84145622074883
129,4.1581440132605305,2.0306186622464897
130,4.021054342173686,2.4360374414976596
131,3.740435679927197,2.1129103289131566
132,4.301673004420176,2.7591645540821634
133,4.71938133775351,2.6768728874154966
134,1.0,0.0
135,1.5,0.17867063795649754
136,0.49999999999999994,0.17867063795649754
137,2.5,0.17867063795649754
138,3.0,0.0
139,1.4999999999999998,0.5360119138694927
140,2.0,0.3573412759129951
141,6.190340909090909,1.0028409090909092
142,5.940340909090909,1.5653409090909092
143,5.75,1.3125
144,6.3210227272727275,2.0710227272727275
145,6.130681818181818,1.8181818181818183
146,6.5710227272727275,1.508522727272727
147,5.25,2.4375
148,5.690340909090909,2.127840909090909
149,5.440340909090909,2.690340909090909
150,5.21938133775351,1.5518728874154966
151,5.46938133775351,0.9893728874154966
152,4.96938133775351,2.1143728874154966
153,4.4081440132605305,1.4681186622464897
154,4.68876267550702,1.7912457748309931
155,2.7072916666666664,4.291453657522859
156,1.9572916666666667,3.709777639235245
157,2.3322916666666664,4.000615648379052
158,2.7895833333333333,3.873745324189526
159,2.871875,3.4560369908561928
160,2.049456796746914,1.9233695206377976
161,2.502352535584786,1.7686761138261942
162,2.518838134500424,2.1715717700967967
163,2.485866936669148,1.3657804575555916
164,2.016485598915638,1.1175782080965926
165,3.4246296121761683,1.8621849564735897
166,2.955248274422658,1.6139827070145907
167,4.96938133775351,0.8018728874154966
168,4.43876267550702,1.0412457748309931
169,4.46938133775351,0.6143728874154966
170,3.287539941089325,2.2676037357247596
171,3.013360598915638,3.0784412942271002
172,3.1504502700024815,2.67302251497593
173,2.834644202251453,2.4222971425363635
174,2.3817484634135804,2.5769905493479666
175,0.0,4.375
176,0.375,4.084161990856193
177,0.375,2.8341619908561926
178,0.375,3.4591619908561926
179,0.0,3.125
180,0.75,3.793323981712385
181,1.125,3.5024859725685786
182,0.6867396470606086,2.1440662942271
183,0.516485598915638,2.4565662942271
184,1.02724774335055,1.5190662942271
185,0.8569936952055794,1.8315662942271
186,1.549456796746914,2.3696988826813
187,1.2032252459762467,2.1006325884542
188,1.7197108448918845,2.0571988826813
189,2.556068932248971,3.2053116184166264
190,1.6414855989156378,3.4590522667956787
191,2.0987772655823047,3.3321819426061525
192,2.2402628644979425,2.9545862459770595
193,1.924456796746914,2.7038608735374927
194,0.891485598915638,2.7907282850832926
195,1.407971197831276,2.7472945793103927
196,1.2664855989156378,3.1248902759394857
197,5.815340909090909,2.690340909090909
198,5.375,3.0
199,6.255681818181818,2.3806818181818183
200,6.125,3.0
201,6.190340909090909,2.690340909090909
202,7.190340909090909,0.6278409090909091
203,6.880681818181818,1.0681818181818181
204,6.690340909090909,0.8153409090909091
205,0.6702540481449707,0.4911706379564975
206,1.6702540481449706,0.8485119138694925
207,1.1702540481449706,0.669841275912995
208,0.8405080962899414,0.8036706379564975
209,1.0107621444349122,1.1161706379564975
210,1.7032252459762465,1.6543032264106976
211,1.3569936952055794,1.3852369321835976
212,1.6867396470606084,1.251407570140095
